comment,id,rating,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Не понравился результат,Не понравилось качество
"Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. _x000D__x000D_
Молодец! _x000D__x000D_
",3906126.0,5.0,1,1,0,0,0,0,0
благодарю,3906279.0,5.0,1,0,0,0,0,0,0
спасибо большое за работу и оперативность,3906380.0,5.0,1,1,0,0,1,0,0
"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",3906407.0,4.0,1,0,0,0,0,1,0
Все быстро и качественно ,3906535.0,5.0,1,0,0,0,1,0,0
"спасибо большое, жаль, что там уже опять намусорили(",3906752.0,5.0,1,0,0,0,0,0,0
"спасибо, теперь она закрывается ",3906789.0,5.0,1,1,0,0,0,0,0
"Можно было и сразу заявку выполнить. Не забываете что по периметру несколько контейнеров для пакетов. Пакеты кончаются быстро, значит хозяева убирают за собаками. ",3906922.0,3.0,1,0,0,1,0,0,0
"Спасибо большое за оперативность,мир и процветание вашей компании Самолет!",3906976.0,5.0,1,1,1,0,1,0,0
Выше похвал.. ,3907117.0,5.0,1,0,0,0,0,0,0
Спасибо за оперативность! ,3907130.0,5.0,1,0,0,0,1,0,0
Благодарю за оперативность.,3907258.0,5.0,1,0,0,0,1,0,0
Спасибо..,3907305.0,5.0,1,0,0,0,0,0,0
"очень вежливая и грамотная сотрудница, побольше бы таких!",3907364.0,5.0,1,1,1,0,0,0,0
спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,3907480.0,5.0,1,0,0,0,0,0,0
все прекрасно,3907589.0,5.0,1,0,0,0,0,0,0
"все быстро и качественно, большое спасибо!",3907672.0,5.0,1,1,0,0,1,0,0
Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации,3907792.0,5.0,1,1,1,0,0,0,0
"Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ",3907928.0,5.0,1,1,0,0,0,0,0
Спасибо за оперативность. ,3907943.0,5.0,1,0,0,0,1,0,0
Спасибо за работу,3908011.0,5.0,1,0,0,0,0,0,0
Быстро,3908377.0,5.0,1,0,0,0,0,0,0
Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,3908429.0,5.0,1,0,0,0,0,0,0
"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла._x000D__x000D_
_x000D__x000D_
_x000D__x000D_
",3908490.0,4.0,1,0,1,0,0,0,0
спасибо за четкость и быстроту!,3908579.0,5.0,1,1,0,0,1,0,0
"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ",3908590.0,5.0,1,1,1,0,1,0,0
"мастер выполнил работу быстро и чисто, все отлично",3908772.0,5.0,1,1,0,0,0,0,0
Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!,3908843.0,5.0,1,0,1,0,1,0,0
Очень быстро👍,3908929.0,5.0,1,0,0,0,1,0,0
быстро,3909050.0,5.0,1,0,0,0,1,0,0
спасибо за оперативный ответ😊👍,3909086.0,5.0,1,0,0,0,1,0,0
очень удобно получать электронную квитанцию.  Давно пора. ,3909146.0,5.0,1,1,0,0,0,0,0
Оперативно выполнили заявку. Спасибо,3909271.0,5.0,1,0,0,0,1,0,0
спасибо специалисту. ,3909398.0,5.0,1,0,1,0,0,0,0
"Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ",3909430.0,4.0,1,0,0,0,0,0,1
Огромнейшее спасибо за оперативность❤️,3909441.0,5.0,1,0,0,0,1,0,0
Спасибо огромнейшее за оперативность ❤️,3909442.0,5.0,1,0,0,0,1,0,0
Благодарю за работу!,3909517.0,5.0,1,0,0,0,0,0,0
Все решили! Перезвонили . Спасибо ,3909595.0,5.0,1,0,1,0,1,0,0
Очень быстро все сделали!!!!,3909682.0,5.0,1,0,0,0,1,0,0
Огромное Спасибо.,3909709.0,5.0,1,0,0,0,0,0,0
Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.,3909787.0,5.0,1,0,0,0,0,0,0
очень быстро,3909810.0,5.0,1,0,0,0,1,0,0
"Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",3909863.0,5.0,1,0,1,0,0,0,0
Спасибо !!!!все супер ,3909888.0,5.0,1,0,0,0,0,0,0
спасибо большое! ,3909979.0,5.0,1,0,0,0,0,0,0
"Специалист пришёл очень быстро, все быстро исправил. Спасибо. ",3910052.0,5.0,1,0,1,0,1,0,0
"всё супер, вопрос решён быстро)",3910060.0,5.0,1,0,0,0,1,0,0
Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,3910089.0,5.0,1,1,0,0,1,0,0
спасибо большое за быстрое реагирование. ,3910166.0,5.0,1,0,0,0,1,0,0
спасибо девочкам операторам!,3910233.0,5.0,1,0,1,0,0,0,0
"Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!",3910259.0,5.0,1,0,1,0,1,0,0
"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ",3910269.0,5.0,1,0,0,0,0,0,0
"Спасибо за работу, выполнена качественно и в срок",3910346.0,5.0,1,1,0,0,0,0,0
Спасибо !!,3910395.0,5.0,1,0,0,0,0,0,0
Прям молодцы! Порадовали) все четко) ,3910406.0,5.0,1,1,0,0,0,0,0
Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!,3910434.0,5.0,1,1,0,0,1,0,0
"Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо",3910685.0,5.0,1,0,0,0,0,0,0
вопрос решён ,3910836.0,5.0,1,0,0,0,0,0,0
"Спасибо за помощь_x000D__x000D_
",3910841.0,5.0,1,0,0,0,0,0,0
Спасибо! Очень быстро сработали!,3910908.0,5.0,1,0,0,0,1,0,0
Добрый день. Спасибо за разъяснение. Всего вам хорошего.,3910977.0,5.0,1,0,1,0,0,0,0
молодец электрик оперативно решил проблему ,3911065.0,5.0,1,0,0,0,1,0,0
Быстро и аккуратно!Благодарю!,3911104.0,5.0,1,0,0,0,1,0,0
спасибо большое! пусть убирают часто.... ,3911134.0,5.0,1,0,0,0,0,0,0
очень оперативно!,3911142.0,5.0,1,0,0,0,1,0,0
все вежливо и информативно ❤️,3911182.0,5.0,1,0,1,0,1,0,0
 Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно,3911339.0,5.0,1,1,0,0,0,0,0
работа сотрудника офиса УК Евгении на 10+,3911355.0,5.0,1,0,1,0,0,0,0
спасибо за работу все быстро и качественно. ,3911421.0,5.0,1,1,0,0,1,0,0
Спасибо большое! Проблема была решена очень быстро!,3911514.0,5.0,1,1,0,0,1,0,0
Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ,3911553.0,5.0,1,0,1,0,1,0,0
Отлично!!!,3911561.0,5.0,1,0,0,0,0,0,0
Спасибо! оперативно и в полной мере ответили на мой вопрос 👌,3911570.0,5.0,1,0,0,0,1,0,0
"Быстро, качественно устранил наш засор ",3911586.0,5.0,1,1,0,0,1,0,0
"Спасибо, все качественно и профессионально!",3911663.0,5.0,1,1,0,0,0,0,0
Быстро и качественно. Спасибо!,3911763.0,5.0,1,1,0,0,1,0,0
"отличная функция, спасибо ",3911815.0,5.0,1,0,0,0,0,0,0
Спасибо за выполненную работу!,3911905.0,5.0,1,0,0,0,0,0,0
"очень оперативно, благодарю",3911957.0,5.0,1,0,0,0,1,0,0
"спасибо большое!_x000D__x000D_
",3911972.0,5.0,1,0,0,0,0,0,0
"оперативно и четко. сделали аккуратно, прибрались после работы ",3911983.0,5.0,1,1,0,0,1,0,0
Спасибо Александру за профессионализм и быструю работу. ,3912007.0,5.0,1,0,0,0,1,0,0
спасибо большое!!!🤗,3912041.0,5.0,1,0,0,0,0,0,0
"все отлично, сделали быстро и не дорого",3912121.0,5.0,1,0,0,0,1,0,0
Спасибо большое за оперативный ответ ,3912185.0,5.0,1,0,1,0,1,0,0
Спасибо огромное менеджеру по страхованию Евгении Гущиной за помощь в оформлении страховки!!!! Настоящий профессионал своего дела!!! Исчерпывающе ответила на все интересующие вопросы!!!! ,3912199.0,5.0,1,1,1,0,0,0,0
"Оперативно,профессионально,спасибо",3912225.0,5.0,1,1,0,0,1,0,0
"Специалист связывался по заявке, все починили! Спасибо ",3912227.0,5.0,1,1,0,0,0,0,0
"В течении 2 часов после создания заявки все устранили, спасибо",3912230.0,5.0,1,0,1,0,1,0,0
Ремонт выполнен!,3912246.0,5.0,1,0,0,0,0,0,0
Быстро решили проблему! Спасибо!,3912277.0,5.0,1,0,0,0,1,0,0
"Работа мастера, выполнена отлично! Проблема решилась только при личном визите в УК",3912521.0,5.0,1,1,0,0,0,0,0
Большое спасибо Оксане Петриной! ,3912769.0,5.0,1,0,0,0,0,0,0
"Всё оперативно,спасибо!",3912975.0,5.0,1,0,0,0,1,0,0
Добрый день! Спасибо. Вопрос решен. ,3913158.0,5.0,1,0,0,0,0,0,0
Все быстро и четко!!! Спасибо!,3913176.0,5.0,1,1,0,0,1,0,0
Очень ответственная девушка в УК.,3913279.0,5.0,1,0,1,0,0,0,0
отлично всё работает ,3913316.0,5.0,1,0,0,0,0,0,0
"Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝",3913442.0,5.0,1,1,0,0,1,0,0
Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ,3913486.0,5.0,1,1,1,0,1,0,0
"отлично, спасибо!_x000D__x000D_
",3913490.0,5.0,1,0,0,0,0,0,0
